name,company_or_project,title,segment,location,company_url,contact_url,public_business_phone,phone_type,phone_source_url,phone_research_url,public_email,linkedin_or_search_url,source_url,notes,confidence
Observe.AI Technical founder or CTO,Observe.AI,Technical founder or CTO,Contact center AI agents,"San Francisco, CA",https://www.observe.ai,https://www.observe.ai/contact,,,,https://www.google.com/search?q=Observe.AI%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Observe.AI%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Observe.AI%20Technical%20founder%20or%20CTO%20Contact%20center%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Cresta Founder or CEO,Cresta,Founder or CEO,Contact center AI agents,"Palo Alto, CA",https://cresta.com,https://cresta.com/contact,,,,https://www.google.com/search?q=Cresta%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Cresta%20Founder%20or%20CEO,https://www.google.com/search?q=Cresta%20Founder%20or%20CEO%20Contact%20center%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Cresta Technical founder or CTO,Cresta,Technical founder or CTO,Contact center AI agents,"Palo Alto, CA",https://cresta.com,https://cresta.com/contact,,,,https://www.google.com/search?q=Cresta%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Cresta%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Cresta%20Technical%20founder%20or%20CTO%20Contact%20center%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Parloa Founder or CEO,Parloa,Founder or CEO,Contact center AI agents,"New York, NY",https://www.parloa.com,https://www.parloa.com/contact,,,,https://www.google.com/search?q=Parloa%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Parloa%20Founder%20or%20CEO,https://www.google.com/search?q=Parloa%20Founder%20or%20CEO%20Contact%20center%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Parloa Technical founder or CTO,Parloa,Technical founder or CTO,Contact center AI agents,"New York, NY",https://www.parloa.com,https://www.parloa.com/contact,,,,https://www.google.com/search?q=Parloa%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Parloa%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Parloa%20Technical%20founder%20or%20CTO%20Contact%20center%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Ada Founder or CEO,Ada,Founder or CEO,Customer service AI agents,US/remote,https://www.ada.cx,https://www.ada.cx/contact,,,,https://www.google.com/search?q=Ada%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Ada%20Founder%20or%20CEO,https://www.google.com/search?q=Ada%20Founder%20or%20CEO%20Customer%20service%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Ada Technical founder or CTO,Ada,Technical founder or CTO,Customer service AI agents,US/remote,https://www.ada.cx,https://www.ada.cx/contact,,,,https://www.google.com/search?q=Ada%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Ada%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Ada%20Technical%20founder%20or%20CTO%20Customer%20service%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Kore.ai Founder or CEO,Kore.ai,Founder or CEO,Enterprise conversational AI agents,"Orlando, FL",https://kore.ai,https://kore.ai/contact,+1 (321) 221-7376,Published US office/main line,https://www.kore.ai/contact-us,https://www.google.com/search?q=Kore.ai%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Kore.ai%20Founder%20or%20CEO,https://www.google.com/search?q=Kore.ai%20Founder%20or%20CEO%20Enterprise%20conversational%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Kore.ai Technical founder or CTO,Kore.ai,Technical founder or CTO,Enterprise conversational AI agents,"Orlando, FL",https://kore.ai,https://kore.ai/contact,+1 (321) 221-7376,Published US office/main line,https://www.kore.ai/contact-us,https://www.google.com/search?q=Kore.ai%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Kore.ai%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Kore.ai%20Technical%20founder%20or%20CTO%20Enterprise%20conversational%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Yellow.ai Founder or CEO,Yellow.ai,Founder or CEO,Enterprise conversational AI,"San Mateo, CA",https://yellow.ai,https://yellow.ai/contact,,,,https://www.google.com/search?q=Yellow.ai%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Yellow.ai%20Founder%20or%20CEO,https://www.google.com/search?q=Yellow.ai%20Founder%20or%20CEO%20Enterprise%20conversational%20AI,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Yellow.ai Technical founder or CTO,Yellow.ai,Technical founder or CTO,Enterprise conversational AI,"San Mateo, CA",https://yellow.ai,https://yellow.ai/contact,,,,https://www.google.com/search?q=Yellow.ai%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Yellow.ai%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Yellow.ai%20Technical%20founder%20or%20CTO%20Enterprise%20conversational%20AI,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Tines Founder or CEO,Tines,Founder or CEO,Security workflow automation,"Boston, MA",https://www.tines.com,https://www.tines.com/contact,,,,https://www.google.com/search?q=Tines%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Tines%20Founder%20or%20CEO,https://www.google.com/search?q=Tines%20Founder%20or%20CEO%20Security%20workflow%20automation,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Tines Technical founder or CTO,Tines,Technical founder or CTO,Security workflow automation,"Boston, MA",https://www.tines.com,https://www.tines.com/contact,,,,https://www.google.com/search?q=Tines%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Tines%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Tines%20Technical%20founder%20or%20CTO%20Security%20workflow%20automation,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Torq Founder or CEO,Torq,Founder or CEO,Security automation AI,"New York, NY",https://torq.io,https://torq.io/contact,,,,https://www.google.com/search?q=Torq%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Torq%20Founder%20or%20CEO,https://www.google.com/search?q=Torq%20Founder%20or%20CEO%20Security%20automation%20AI,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Torq Technical founder or CTO,Torq,Technical founder or CTO,Security automation AI,"New York, NY",https://torq.io,https://torq.io/contact,,,,https://www.google.com/search?q=Torq%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Torq%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Torq%20Technical%20founder%20or%20CTO%20Security%20automation%20AI,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Dropzone AI Founder or CEO,Dropzone AI,Founder or CEO,AI SOC analyst agents,"Seattle, WA",https://www.dropzone.ai,https://www.dropzone.ai/contact,,,,https://www.google.com/search?q=Dropzone%20AI%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Dropzone%20AI%20Founder%20or%20CEO,https://www.google.com/search?q=Dropzone%20AI%20Founder%20or%20CEO%20AI%20SOC%20analyst%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Dropzone AI Technical founder or CTO,Dropzone AI,Technical founder or CTO,AI SOC analyst agents,"Seattle, WA",https://www.dropzone.ai,https://www.dropzone.ai/contact,,,,https://www.google.com/search?q=Dropzone%20AI%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Dropzone%20AI%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Dropzone%20AI%20Technical%20founder%20or%20CTO%20AI%20SOC%20analyst%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Radiant Security Founder or CEO,Radiant Security,Founder or CEO,AI SOC agents,"San Francisco, CA",https://radiantsecurity.ai,https://radiantsecurity.ai/contact,,,,https://www.google.com/search?q=Radiant%20Security%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Radiant%20Security%20Founder%20or%20CEO,https://www.google.com/search?q=Radiant%20Security%20Founder%20or%20CEO%20AI%20SOC%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Radiant Security Technical founder or CTO,Radiant Security,Technical founder or CTO,AI SOC agents,"San Francisco, CA",https://radiantsecurity.ai,https://radiantsecurity.ai/contact,,,,https://www.google.com/search?q=Radiant%20Security%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Radiant%20Security%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Radiant%20Security%20Technical%20founder%20or%20CTO%20AI%20SOC%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Prophet Security Founder or CEO,Prophet Security,Founder or CEO,AI SOC analyst,"Menlo Park, CA",https://www.prophetsecurity.ai,https://www.prophetsecurity.ai/contact,,,,https://www.google.com/search?q=Prophet%20Security%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Prophet%20Security%20Founder%20or%20CEO,https://www.google.com/search?q=Prophet%20Security%20Founder%20or%20CEO%20AI%20SOC%20analyst,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Prophet Security Technical founder or CTO,Prophet Security,Technical founder or CTO,AI SOC analyst,"Menlo Park, CA",https://www.prophetsecurity.ai,https://www.prophetsecurity.ai/contact,,,,https://www.google.com/search?q=Prophet%20Security%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Prophet%20Security%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Prophet%20Security%20Technical%20founder%20or%20CTO%20AI%20SOC%20analyst,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Reco Founder or CEO,Reco,Founder or CEO,AI security agents,"New York, NY",https://www.reco.ai,https://www.reco.ai/contact,,,,https://www.google.com/search?q=Reco%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Reco%20Founder%20or%20CEO,https://www.google.com/search?q=Reco%20Founder%20or%20CEO%20AI%20security%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Reco Technical founder or CTO,Reco,Technical founder or CTO,AI security agents,"New York, NY",https://www.reco.ai,https://www.reco.ai/contact,,,,https://www.google.com/search?q=Reco%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Reco%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Reco%20Technical%20founder%20or%20CTO%20AI%20security%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Lakera Founder or CEO,Lakera,Founder or CEO,AI agent security,"San Francisco, CA",https://www.lakera.ai,https://www.lakera.ai/contact,,,,https://www.google.com/search?q=Lakera%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Lakera%20Founder%20or%20CEO,https://www.google.com/search?q=Lakera%20Founder%20or%20CEO%20AI%20agent%20security,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Lakera Technical founder or CTO,Lakera,Technical founder or CTO,AI agent security,"San Francisco, CA",https://www.lakera.ai,https://www.lakera.ai/contact,,,,https://www.google.com/search?q=Lakera%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Lakera%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Lakera%20Technical%20founder%20or%20CTO%20AI%20agent%20security,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Protect AI Founder or CEO,Protect AI,Founder or CEO,AI/ML security,"Seattle, WA",https://protectai.com,https://protectai.com/contact,,,,https://www.google.com/search?q=Protect%20AI%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Protect%20AI%20Founder%20or%20CEO,https://www.google.com/search?q=Protect%20AI%20Founder%20or%20CEO%20AI%2FML%20security,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Protect AI Technical founder or CTO,Protect AI,Technical founder or CTO,AI/ML security,"Seattle, WA",https://protectai.com,https://protectai.com/contact,,,,https://www.google.com/search?q=Protect%20AI%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Protect%20AI%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Protect%20AI%20Technical%20founder%20or%20CTO%20AI%2FML%20security,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Prompt Security Founder or CEO,Prompt Security,Founder or CEO,AI security for enterprise,"New York, NY",https://www.prompt.security,https://www.prompt.security/contact,,,,https://www.google.com/search?q=Prompt%20Security%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Prompt%20Security%20Founder%20or%20CEO,https://www.google.com/search?q=Prompt%20Security%20Founder%20or%20CEO%20AI%20security%20for%20enterprise,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Prompt Security Technical founder or CTO,Prompt Security,Technical founder or CTO,AI security for enterprise,"New York, NY",https://www.prompt.security,https://www.prompt.security/contact,,,,https://www.google.com/search?q=Prompt%20Security%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Prompt%20Security%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Prompt%20Security%20Technical%20founder%20or%20CTO%20AI%20security%20for%20enterprise,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
HiddenLayer Founder or CEO,HiddenLayer,Founder or CEO,AI model security,"Austin, TX",https://hiddenlayer.com,https://hiddenlayer.com/contact,,,,https://www.google.com/search?q=HiddenLayer%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=HiddenLayer%20Founder%20or%20CEO,https://www.google.com/search?q=HiddenLayer%20Founder%20or%20CEO%20AI%20model%20security,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
HiddenLayer Technical founder or CTO,HiddenLayer,Technical founder or CTO,AI model security,"Austin, TX",https://hiddenlayer.com,https://hiddenlayer.com/contact,,,,https://www.google.com/search?q=HiddenLayer%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=HiddenLayer%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=HiddenLayer%20Technical%20founder%20or%20CTO%20AI%20model%20security,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Patronus AI Founder or CEO,Patronus AI,Founder or CEO,AI evals / agent reliability,"New York, NY",https://www.patronus.ai,https://www.patronus.ai/contact,,,,https://www.google.com/search?q=Patronus%20AI%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Patronus%20AI%20Founder%20or%20CEO,https://www.google.com/search?q=Patronus%20AI%20Founder%20or%20CEO%20AI%20evals%20%2F%20agent%20reliability,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Patronus AI Technical founder or CTO,Patronus AI,Technical founder or CTO,AI evals / agent reliability,"New York, NY",https://www.patronus.ai,https://www.patronus.ai/contact,,,,https://www.google.com/search?q=Patronus%20AI%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Patronus%20AI%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Patronus%20AI%20Technical%20founder%20or%20CTO%20AI%20evals%20%2F%20agent%20reliability,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Galileo Founder or CEO,Galileo,Founder or CEO,LLM evals for agents,"San Francisco, CA",https://www.galileo.ai,https://www.galileo.ai/contact,,,,https://www.google.com/search?q=Galileo%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Galileo%20Founder%20or%20CEO,https://www.google.com/search?q=Galileo%20Founder%20or%20CEO%20LLM%20evals%20for%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Galileo Technical founder or CTO,Galileo,Technical founder or CTO,LLM evals for agents,"San Francisco, CA",https://www.galileo.ai,https://www.galileo.ai/contact,,,,https://www.google.com/search?q=Galileo%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Galileo%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Galileo%20Technical%20founder%20or%20CTO%20LLM%20evals%20for%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Braintrust Founder or CEO,Braintrust,Founder or CEO,AI evals / agent ops,"San Francisco, CA",https://www.braintrust.dev,https://www.braintrust.dev/contact,,,,https://www.google.com/search?q=Braintrust%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Braintrust%20Founder%20or%20CEO,https://www.google.com/search?q=Braintrust%20Founder%20or%20CEO%20AI%20evals%20%2F%20agent%20ops,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Braintrust Technical founder or CTO,Braintrust,Technical founder or CTO,AI evals / agent ops,"San Francisco, CA",https://www.braintrust.dev,https://www.braintrust.dev/contact,,,,https://www.google.com/search?q=Braintrust%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Braintrust%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Braintrust%20Technical%20founder%20or%20CTO%20AI%20evals%20%2F%20agent%20ops,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Helicone Founder or CEO,Helicone,Founder or CEO,LLM observability,"San Francisco, CA",https://www.helicone.ai,https://www.helicone.ai/contact,,,,https://www.google.com/search?q=Helicone%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Helicone%20Founder%20or%20CEO,https://www.google.com/search?q=Helicone%20Founder%20or%20CEO%20LLM%20observability,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Helicone Technical founder or CTO,Helicone,Technical founder or CTO,LLM observability,"San Francisco, CA",https://www.helicone.ai,https://www.helicone.ai/contact,,,,https://www.google.com/search?q=Helicone%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Helicone%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Helicone%20Technical%20founder%20or%20CTO%20LLM%20observability,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Langfuse Founder or CEO,Langfuse,Founder or CEO,LLM observability,US/remote,https://langfuse.com,https://langfuse.com/contact,,,,https://www.google.com/search?q=Langfuse%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Langfuse%20Founder%20or%20CEO,https://www.google.com/search?q=Langfuse%20Founder%20or%20CEO%20LLM%20observability,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Langfuse Technical founder or CTO,Langfuse,Technical founder or CTO,LLM observability,US/remote,https://langfuse.com,https://langfuse.com/contact,,,,https://www.google.com/search?q=Langfuse%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Langfuse%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Langfuse%20Technical%20founder%20or%20CTO%20LLM%20observability,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Portkey Founder or CEO,Portkey,Founder or CEO,AI gateway for agents,US/remote,https://portkey.ai,https://portkey.ai/contact,,,,https://www.google.com/search?q=Portkey%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Portkey%20Founder%20or%20CEO,https://www.google.com/search?q=Portkey%20Founder%20or%20CEO%20AI%20gateway%20for%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Portkey Technical founder or CTO,Portkey,Technical founder or CTO,AI gateway for agents,US/remote,https://portkey.ai,https://portkey.ai/contact,,,,https://www.google.com/search?q=Portkey%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Portkey%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Portkey%20Technical%20founder%20or%20CTO%20AI%20gateway%20for%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
HumanLayer Founder or CEO,HumanLayer,Founder or CEO,Human-in-loop agents,"San Francisco, CA",https://www.humanlayer.dev,https://www.humanlayer.dev/contact,,,,https://www.google.com/search?q=HumanLayer%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=HumanLayer%20Founder%20or%20CEO,https://www.google.com/search?q=HumanLayer%20Founder%20or%20CEO%20Human-in-loop%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
HumanLayer Technical founder or CTO,HumanLayer,Technical founder or CTO,Human-in-loop agents,"San Francisco, CA",https://www.humanlayer.dev,https://www.humanlayer.dev/contact,,,,https://www.google.com/search?q=HumanLayer%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=HumanLayer%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=HumanLayer%20Technical%20founder%20or%20CTO%20Human-in-loop%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Letta Founder or CEO,Letta,Founder or CEO,Stateful AI agents,"Berkeley, CA",https://www.letta.com,https://www.letta.com/contact,,,,https://www.google.com/search?q=Letta%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Letta%20Founder%20or%20CEO,https://www.google.com/search?q=Letta%20Founder%20or%20CEO%20Stateful%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Letta Technical founder or CTO,Letta,Technical founder or CTO,Stateful AI agents,"Berkeley, CA",https://www.letta.com,https://www.letta.com/contact,,,,https://www.google.com/search?q=Letta%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Letta%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Letta%20Technical%20founder%20or%20CTO%20Stateful%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Mem0 Founder or CEO,Mem0,Founder or CEO,Memory layer for AI agents,"San Francisco, CA",https://mem0.ai,https://mem0.ai/contact,,,,https://www.google.com/search?q=Mem0%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Mem0%20Founder%20or%20CEO,https://www.google.com/search?q=Mem0%20Founder%20or%20CEO%20Memory%20layer%20for%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Mem0 Technical founder or CTO,Mem0,Technical founder or CTO,Memory layer for AI agents,"San Francisco, CA",https://mem0.ai,https://mem0.ai/contact,,,,https://www.google.com/search?q=Mem0%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Mem0%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Mem0%20Technical%20founder%20or%20CTO%20Memory%20layer%20for%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Zep Founder or CEO,Zep,Founder or CEO,Memory for AI agents,"San Francisco, CA",https://www.getzep.com,https://www.getzep.com/contact,,,,https://www.google.com/search?q=Zep%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Zep%20Founder%20or%20CEO,https://www.google.com/search?q=Zep%20Founder%20or%20CEO%20Memory%20for%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Zep Technical founder or CTO,Zep,Technical founder or CTO,Memory for AI agents,"San Francisco, CA",https://www.getzep.com,https://www.getzep.com/contact,,,,https://www.google.com/search?q=Zep%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Zep%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Zep%20Technical%20founder%20or%20CTO%20Memory%20for%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Supermemory Founder or CEO,Supermemory,Founder or CEO,Memory API for AI apps,"San Francisco, CA",https://supermemory.ai,https://supermemory.ai/contact,,,,https://www.google.com/search?q=Supermemory%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Supermemory%20Founder%20or%20CEO,https://www.google.com/search?q=Supermemory%20Founder%20or%20CEO%20Memory%20API%20for%20AI%20apps,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Supermemory Technical founder or CTO,Supermemory,Technical founder or CTO,Memory API for AI apps,"San Francisco, CA",https://supermemory.ai,https://supermemory.ai/contact,,,,https://www.google.com/search?q=Supermemory%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Supermemory%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Supermemory%20Technical%20founder%20or%20CTO%20Memory%20API%20for%20AI%20apps,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Pinecone Founder or CEO,Pinecone,Founder or CEO,Vector DB for agents,"New York, NY",https://www.pinecone.io,https://www.pinecone.io/contact,,,,https://www.google.com/search?q=Pinecone%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Pinecone%20Founder%20or%20CEO,https://www.google.com/search?q=Pinecone%20Founder%20or%20CEO%20Vector%20DB%20for%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Pinecone Technical founder or CTO,Pinecone,Technical founder or CTO,Vector DB for agents,"New York, NY",https://www.pinecone.io,https://www.pinecone.io/contact,,,,https://www.google.com/search?q=Pinecone%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Pinecone%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Pinecone%20Technical%20founder%20or%20CTO%20Vector%20DB%20for%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Chroma Founder or CEO,Chroma,Founder or CEO,AI-native open-source database,"San Francisco, CA",https://www.trychroma.com,https://www.trychroma.com/contact,,,,https://www.google.com/search?q=Chroma%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Chroma%20Founder%20or%20CEO,https://www.google.com/search?q=Chroma%20Founder%20or%20CEO%20AI-native%20open-source%20database,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
